id,text,anger,disgust,fear,joy,sadness,surprise,emotions,lang,split,neutral
eng_train_track_a_00794,"when my back hit the far wall, and the shovel against the wall fell on the dirt, i screamed.",0,0,1,0,1,1,['fear' 'sadness' 'surprise'],eng,train,0
eng_train_track_a_02565,"so, i was ten years old at the time.",0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_00251,it was mutually beneficial.,0,0,0,1,0,0,['joy'],eng,train,0
eng_train_track_a_02547,"they strapped some thing ( yes, that's a technical term ) around my belly that monitors the baby's heartbeat and contractions ( which i was unaware of at the time, but found out about later. )",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_02454,so i literally slept with michel thomas ' heavily polish-german accented french ringing in my ears.4.,0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_00767,"only one hour of sleep, then 9 hours on my feet.",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_02608,so i got up and tried him again.,0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_00064,"i did manage to remember to hang out the washing, but only because the annoying beeping sound the washer makes when its finished a cycle finally filtered into my brain and started to irritate me enough that i couldn't ignore it any longer.",1,0,1,0,0,0,['anger' 'fear'],eng,train,0
eng_train_track_a_00119,and throw my hands in the air.,0,0,0,1,0,0,['joy'],eng,train,0
eng_train_track_a_01246,we've never met.,0,0,0,0,0,1,['surprise'],eng,train,0
eng_train_track_a_00486,i would then freeze with fear.,0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_01186,she sat me in the chair and spent a total of 30 seconds looking in my mouth.,0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_00281,threw my underwear away in their kitchen garbage.,0,0,1,0,0,1,['fear' 'surprise'],eng,train,0
eng_train_track_a_00177,they hooked me up to an iv to give me some medicine ( not sure what kind ) and gave me a shot of adrenaline to try to get the swelling in my throat down.,0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_00936,"she hit katahdin, and celebrated.",1,0,0,1,0,0,['anger' 'joy'],eng,train,0
eng_train_track_a_02114,i cannot stay here.,1,0,1,0,1,0,['anger' 'fear' 'sadness'],eng,train,0
eng_train_track_a_01811,how stupid of him.,1,0,0,0,0,0,['anger'],eng,train,0
eng_train_track_a_01021,"i know it is true, for my own glasses have been gone for over 16 years, and i know what to do and what not to do in order to have my eyesight relax, my vision stay sharp, and my eyes happy.",0,0,0,1,0,0,['joy'],eng,train,0
eng_train_track_a_02148,every boarding school has some odd tradition or skill students must undertake before graduation.,0,0,0,0,0,1,['surprise'],eng,train,0
eng_train_track_a_01282,"the manager was at the till beside the front door, and the rest of us were mopping upstairs, cleaning tables and giving the staff toilet and stock room the once over.",0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_00046,i definitely ended up with a plastic burn on my elbow.,0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_02093,ugh so today i found out that some people have been talking shit abou tme behind my back.,1,0,1,0,1,1,['anger' 'fear' 'sadness' 'surprise'],eng,train,0
eng_train_track_a_00008,my stomach even started giving me fits.,0,0,1,0,1,0,['fear' 'sadness'],eng,train,0
eng_train_track_a_02706,see my thumbs.,0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_01173,we cleaned up another 15-20 litres of wine and finished up by the boys lifting the flagon to my mouth while i sculled the last litre or so.,0,0,0,1,0,0,['joy'],eng,train,0
eng_train_track_a_01569,i was on a (admittedly silly) adrenaline rush.,0,0,1,1,0,1,['fear' 'joy' 'surprise'],eng,train,0
eng_train_track_a_00257,his last days were spent in a cone.,0,0,0,0,1,0,['sadness'],eng,train,0
eng_train_track_a_02567,all of the sudden i hear both of them scream bloody murder.,0,0,1,0,0,1,['fear' 'surprise'],eng,train,0
eng_train_track_a_00265,i stopped a couple times to stretch out my calves and quads.,0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_02331,but he intrigued me.,0,0,0,1,0,1,['joy' 'surprise'],eng,train,0
eng_train_track_a_02066,"i get cramps and aches in my shoulders when i'm even minutely out of position, just imagine what it's going to be like with a completely different seating system, not to mention an entirely new drive mechanism.",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_00086,we locked our door and kept our lights on the whole night and just watched movies until dawn.,0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_01694,anyway it was weird.,0,0,1,0,0,1,['fear' 'surprise'],eng,train,0
eng_train_track_a_01650,"i went to the clinic and got looked over and to my amazement, after they swabbed my throat, they didn't find any strep bacteria, even though my throat is really red.",0,0,1,0,0,1,['fear' 'surprise'],eng,train,0
eng_train_track_a_01884,which means i was not picking up my feet!,0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_02103,"finally facing life responsibilities again, but my head still was on vacation.",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_00202,"not moving, not menacing.",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_01531,"in the single worst moment of 21.5 years, six martinis errupted from my mouth.",0,0,1,0,1,0,['fear' 'sadness'],eng,train,0
eng_train_track_a_01168,"the room was small but brightly lit and i sat on a two-seater couch facing the counselor across the room, as opposed to lounging on my back while staring at the ceiling with the lights dimmed.so what did i learn?",0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_01949,"there's so much going through my head now, but somethings just can't be said.",0,0,1,0,1,0,['fear' 'sadness'],eng,train,0
eng_train_track_a_00567,i shall now write an abridged version of the second chapter: chapter 2 i blinked and rubbed my eyes.,0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_00932,"it never freaked me out, because it happened enough as i was small and i got used to it.",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_01679,brighter than if you turned on every light in the room and even brighter than during the day time with the shades up.,0,0,0,0,0,1,['surprise'],eng,train,0
eng_train_track_a_01987,3rd i really don't know... any of the main characters really..,0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_02604,the sun hung high in the deep blue sky as a slight ocean breeze ticked my face.,0,0,0,1,0,0,['joy'],eng,train,0
eng_train_track_a_01408,it's too late.,0,0,1,0,1,0,['fear' 'sadness'],eng,train,0
eng_train_track_a_00093,"needless to say, i turned her down.",0,0,0,0,0,0,[],eng,train,0
eng_train_track_a_00904,my arms start getting numb and achy and no way to lie makes them stop.,0,0,1,0,1,0,['fear' 'sadness'],eng,train,0
eng_train_track_a_01859,"i stopped for water at the rest stops and got doused with a hose, which was very pleasant except my shoes got drenched so i was running with heavy sponges on my feet for the last two miles.",0,0,1,0,0,0,['fear'],eng,train,0
eng_train_track_a_01609,this sucks...sorry dude.,1,0,0,0,1,0,['anger' 'sadness'],eng,train,0
eng_train_track_a_02492,"my grandma used to do a ""magic trick"" that to this day i can't explain.",0,0,0,1,0,1,['joy' 'surprise'],eng,train,0
deu_train_track_a_01415,"die schlimmste vielleicht ein paar monate, mittel- / leichtschlimm - ca. 20-25 jahre. glücklich und zufrieden bin trotzdem nicht.",0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_00414,"ma gewöhnt sich dran 😉. aber danke, dass du dir gedanken machst! liebe grüße, nicki 😙👋",0,0,0,1,0,0,['joy'],deu,train,0
deu_train_track_a_00002,"du warst bestimmt schon in verschiedenen ländern, wenn du dich sowas einfach traust. wo würdest du die erfahrung im irak auf einer rangliste einordnen? wie war das essen? wie viel geld hast du ausgegeben? waren viele touristen unterwegs?",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01990,puhh das klingt echt nach viel arbeit. da gehe ich lieber weiter die todesanzeigen durch und streiche diejenigen aus dem telefonbuch.,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_00659,"in deutschland rechte bekämpfen und in israel eine rechts-religiöse regierung unterstützen, genau mein humor 👏😂",1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_00815,> auch kommt mal wieder die frage auf ob mein kompletter kontaktabbruch zu hart war.   nein. war das einzig richtige.,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00755,lauterbach hat keine vernünftige erklärung. vielleicht einfach mal ehrlich sein?,1,0,0,0,0,0,['anger'],deu,train,0
deu_train_track_a_00865,ihr motto ist vermutlich wein für mich und wasser für den pöbel,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_00882,hol dir unterstützung von leuten die sich mit sowas auskennen: wie schlecht das leben deiner frau ist. es ist kein grund dich mit so runter zu ziehen und die punkte die du nennst sich wirklich sachen die man keiner person antut. vorallem der person mit der man zusammen ist,0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_01290,jahrelange unterdrückung des palästinensischen volkes im eigenen land ist der ausschlaggebende punkt.  berichtet auch mal über die toten kleinkinder in gaza #doppelmoral,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_00131,"letzebuerger magier gin op beauxbatons gescheckt, nett hogwarts.",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_02183,deswegen kann man trotzdem minderheiten öffentlich respekt und nächstenliebe zollen.,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01697,der zweite backprint ist verrückt abee farbe mag ich dunkler wäre besser,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00306,"der internationale gerichtshof fordert von israel maßnahmen zu ergreifen um genozid zu verhindern.   israel reagierte, indem es allein in den letzten 24 stunden 484 palästinensische zivilisten tötete und verletzte.",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_00006,hamas wird wie immer die feuerpause brechen. die wollen keinen frieden.,1,1,0,0,0,0,['anger' 'disgust'],deu,train,0
deu_train_track_a_01869,"wow. ich war genau wie deine freundin, vor einigen jahren. krankhafte eifersucht ist super toxisch, ganz schlimm für einen selber und natürlich auch den oder die partner*in. es tut mir leid für euch beide und ich wünsch euch, wenn ihr euch liebt, dass die beziehung nicht daran zerbricht. aber dafür muss sie an sich arbeiten. versuch ihr irgendwie klar zu machen, dass es so nicht weitergeht. vielleicht sieht sie ein, dass sie hilfe braucht, eine therapie vielleicht. sag ihr ganz ehrlich, wie du dich damit fühlst und dass es dich und deine liebe zu ihr kaputt macht. und wenn sich nichts ändert, dann kannst du eigentlich nur das weite suchen. alles liebe euch!",0,1,0,0,1,0,['disgust' 'sadness'],deu,train,0
deu_train_track_a_01117,"erpresser formulieren das wie folgt. « wir töten so lange gezielt unschuldige zivilisten, frauen und kinder, begehen kriegsverbrechen, bis ihr die geiseln freigelassen habt. » #israel #gaza",1,1,0,0,1,0,['anger' 'disgust' 'sadness'],deu,train,0
deu_train_track_a_01688,häufiger.  grade wenn mir auffällt dass ich meinen punkt nicht gut ausformuliert kriege oder doch keinen bock auf diskussion habe,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00284,wegen herz aber jetzt passt eh alles wieder,0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_00703,"überwiegend am telefon, aber auch anfragen per chat, mail, brief, fax, whatsapp, facebook, twitter - eigentlich über so ziemlich jedes erdenkliches medium. meine themenschwerpunkte war netztechnik, handy-internet und handy-defekte.  wollt ihr dazu irgendwas wissen?",0,0,0,0,0,0,[],deu,train,0
deu_train_track_a_01132,"der text ging mir gerade richtig durch mark und bein.  danke op, das war verdammt intensiv zu lesen!",0,0,0,0,1,0,['sadness'],deu,train,0
deu_train_track_a_00481,"jetzt noch ein schild mit der aufschrift ""ob ihr alle dumm seid hab ich gefragt?"" in schriftgröße 48 und rot drunterhängen.",1,0,0,0,0,0,['anger'],deu,train,0
